batch_units;stock_group;barra_id;comprimento_barra_mm;aproveitamento_mm;sobra_mm;part_id;item;perfil;material;comprimento_peca_mm;batch_unit
12;BARRA REDONDA ASTM A36 D19 mm|ASTM A36;BARRA RE-013;12000;5400;6600;DG-001-U06;DEGRAU_ANTI_DERRAPANTE;BARRA REDONDA ASTM A36 D19 mm;ASTM A36;450;6
12;BARRA REDONDA ASTM A36 D19 mm|ASTM A36;BARRA RE-013;12000;5400;6600;DG-001-U05;DEGRAU_ANTI_DERRAPANTE;BARRA REDONDA ASTM A36 D19 mm;ASTM A36;450;5
12;BARRA REDONDA ASTM A36 D19 mm|ASTM A36;BARRA RE-013;12000;5400;6600;DG-001-U04;DEGRAU_ANTI_DERRAPANTE;BARRA REDONDA ASTM A36 D19 mm;ASTM A36;450;4
12;BARRA REDONDA ASTM A36 D19 mm|ASTM A36;BARRA RE-013;12000;5400;6600;DG-001-U03;DEGRAU_ANTI_DERRAPANTE;BARRA REDONDA ASTM A36 D19 mm;ASTM A36;450;3
12;BARRA REDONDA ASTM A36 D19 mm|ASTM A36;BARRA RE-013;12000;5400;6600;DG-001-U02;DEGRAU_ANTI_DERRAPANTE;BARRA REDONDA ASTM A36 D19 mm;ASTM A36;450;2
12;BARRA REDONDA ASTM A36 D19 mm|ASTM A36;BARRA RE-013;12000;5400;6600;DG-001-U01;DEGRAU_ANTI_DERRAPANTE;BARRA REDONDA ASTM A36 D19 mm;ASTM A36;450;1
12;TUBO ASTM A36 60.3x3.2 mm|ASTM A36;TUBO AST-001;12000;9100;2900;ML-02-U12;MONTANTE_LATERAL;TUBO ASTM A36 60.3x3.2 mm;ASTM A36;9100;12
12;TUBO ASTM A36 60.3x3.2 mm|ASTM A36;TUBO AST-002;12000;9100;2900;ML-02-U11;MONTANTE_LATERAL;TUBO ASTM A36 60.3x3.2 mm;ASTM A36;9100;11
12;TUBO ASTM A36 60.3x3.2 mm|ASTM A36;TUBO AST-003;12000;9100;2900;ML-02-U10;MONTANTE_LATERAL;TUBO ASTM A36 60.3x3.2 mm;ASTM A36;9100;10
12;TUBO ASTM A36 60.3x3.2 mm|ASTM A36;TUBO AST-004;12000;9100;2900;ML-02-U09;MONTANTE_LATERAL;TUBO ASTM A36 60.3x3.2 mm;ASTM A36;9100;9
12;TUBO ASTM A36 60.3x3.2 mm|ASTM A36;TUBO AST-005;12000;9100;2900;ML-02-U08;MONTANTE_LATERAL;TUBO ASTM A36 60.3x3.2 mm;ASTM A36;9100;8
12;TUBO ASTM A36 60.3x3.2 mm|ASTM A36;TUBO AST-006;12000;9100;2900;ML-02-U07;MONTANTE_LATERAL;TUBO ASTM A36 60.3x3.2 mm;ASTM A36;9100;7
12;TUBO ASTM A36 60.3x3.2 mm|ASTM A36;TUBO AST-007;12000;9100;2900;ML-02-U06;MONTANTE_LATERAL;TUBO ASTM A36 60.3x3.2 mm;ASTM A36;9100;6
12;TUBO ASTM A36 60.3x3.2 mm|ASTM A36;TUBO AST-008;12000;9100;2900;ML-02-U05;MONTANTE_LATERAL;TUBO ASTM A36 60.3x3.2 mm;ASTM A36;9100;5
12;TUBO ASTM A36 60.3x3.2 mm|ASTM A36;TUBO AST-009;12000;9100;2900;ML-02-U04;MONTANTE_LATERAL;TUBO ASTM A36 60.3x3.2 mm;ASTM A36;9100;4
12;TUBO ASTM A36 60.3x3.2 mm|ASTM A36;TUBO AST-010;12000;9100;2900;ML-02-U03;MONTANTE_LATERAL;TUBO ASTM A36 60.3x3.2 mm;ASTM A36;9100;3
12;TUBO ASTM A36 60.3x3.2 mm|ASTM A36;TUBO AST-011;12000;9100;2900;ML-02-U02;MONTANTE_LATERAL;TUBO ASTM A36 60.3x3.2 mm;ASTM A36;9100;2
12;TUBO ASTM A36 60.3x3.2 mm|ASTM A36;TUBO AST-012;12000;9100;2900;ML-02-U01;MONTANTE_LATERAL;TUBO ASTM A36 60.3x3.2 mm;ASTM A36;9100;1
12;TUBO ASTM A36 60.3x3.2 mm|ASTM A36;TUBO AST-013;12000;9100;2900;ML-01-U12;MONTANTE_LATERAL;TUBO ASTM A36 60.3x3.2 mm;ASTM A36;9100;12
12;TUBO ASTM A36 60.3x3.2 mm|ASTM A36;TUBO AST-014;12000;9100;2900;ML-01-U11;MONTANTE_LATERAL;TUBO ASTM A36 60.3x3.2 mm;ASTM A36;9100;11
12;TUBO ASTM A36 60.3x3.2 mm|ASTM A36;TUBO AST-015;12000;9100;2900;ML-01-U10;MONTANTE_LATERAL;TUBO ASTM A36 60.3x3.2 mm;ASTM A36;9100;10
12;TUBO ASTM A36 60.3x3.2 mm|ASTM A36;TUBO AST-016;12000;9100;2900;ML-01-U09;MONTANTE_LATERAL;TUBO ASTM A36 60.3x3.2 mm;ASTM A36;9100;9
12;TUBO ASTM A36 60.3x3.2 mm|ASTM A36;TUBO AST-017;12000;9100;2900;ML-01-U08;MONTANTE_LATERAL;TUBO ASTM A36 60.3x3.2 mm;ASTM A36;9100;8
12;TUBO ASTM A36 60.3x3.2 mm|ASTM A36;TUBO AST-018;12000;9100;2900;ML-01-U07;MONTANTE_LATERAL;TUBO ASTM A36 60.3x3.2 mm;ASTM A36;9100;7
12;TUBO ASTM A36 60.3x3.2 mm|ASTM A36;TUBO AST-019;12000;9100;2900;ML-01-U06;MONTANTE_LATERAL;TUBO ASTM A36 60.3x3.2 mm;ASTM A36;9100;6
12;TUBO ASTM A36 60.3x3.2 mm|ASTM A36;TUBO AST-020;12000;9100;2900;ML-01-U05;MONTANTE_LATERAL;TUBO ASTM A36 60.3x3.2 mm;ASTM A36;9100;5
12;TUBO ASTM A36 60.3x3.2 mm|ASTM A36;TUBO AST-021;12000;9100;2900;ML-01-U04;MONTANTE_LATERAL;TUBO ASTM A36 60.3x3.2 mm;ASTM A36;9100;4
12;TUBO ASTM A36 60.3x3.2 mm|ASTM A36;TUBO AST-022;12000;9100;2900;ML-01-U03;MONTANTE_LATERAL;TUBO ASTM A36 60.3x3.2 mm;ASTM A36;9100;3
12;TUBO ASTM A36 60.3x3.2 mm|ASTM A36;TUBO AST-023;12000;9100;2900;ML-01-U02;MONTANTE_LATERAL;TUBO ASTM A36 60.3x3.2 mm;ASTM A36;9100;2
12;TUBO ASTM A36 60.3x3.2 mm|ASTM A36;TUBO AST-024;12000;9100;2900;ML-01-U01;MONTANTE_LATERAL;TUBO ASTM A36 60.3x3.2 mm;ASTM A36;9100;1
